sentence,intent,,,,
잡채 맛있게 만드는 법 좀 알려줄래?,1,,,,
잡채 밥 어떻게 해야 잘 만들 수 있어?,1,,,,
잡채 어떻게 만들어요?,1,,,,
잡채 요리법 좀 알려주시겠어요?,1,,,,
잡채 요리법을 알고 싶어요.,1,,,,
잡채 요리하는 방법 좀 가르쳐주세요.,1,,,,
잡채 황금레시피 좀 알려줘,1,,,,
잡채밥 만드는 방법 좀 알려줄 수 있어?,1,,,,
잡탕밥 만드는 법 좀 알려줄 수 있을까?,1,,,,
잣죽 만드는 방법 좀 가르쳐줄래?,1,,,,
장어계란말이 만드는 방법 좀 가르쳐줄래?,1,,,,
장어덮밥 황금레시피 공유해줄래?,1,,,,
재첩 국 만드는 방법 좀 알려줘.,1,,,,
재첩국 맛있게 만드는 방법 좀 알려줄 수 있어?,1,,,,
"잼(사과, 딸기, 포도) 만드는 방법 좀 가르쳐줄래?",1,,,,
쟁반짜장 만드는 법 좀 알려줄 수 있을까?,1,,,,
저녁으로 김치찌개 어때?,0,,,,
저녁으로 김치찌개를 먹는 것은 어때요?,0,,,,
전병 맛있게 만드는 방법 알려줘,1,,,,
절편 맛있게 만드는 법 좀 알려줘.,1,,,,
정말 믿기지 않는 일이 벌어졌어.,0,,,,
정말 믿기지 않는 일이야.,0,,,,
정말 예기치 못한 결과가 나왔어.,0,,,,
정말 예상치 못한 결과야.,0,,,,
정말 화나 죽겠어!,0,,,,
제육 보쌈 맛있게 만드는 방법 좀 알려줘.,1,,,,
제육겨자쌈 맛있게 만드는 법 좀 알려줘.,1,,,,
제육덮밥 어떻게 만들면 좋을까?,1,,,,
제육배추찜 맛있게 만드는 법 좀 알려줘.,1,,,,
제육보쌈 황금레시피 좀 알려줄래?,1,,,,
제육볶음 맛있게 만드는 법 알려줘,1,,,,
제육볶음 맛있게 만드는 법 좀 알려줄래?,1,,,,
제육볶음 맛있게 만드는 비법 좀 알려주라. 밖에서 사 먹는 맛 내고 싶어.,1,,,,
제육볶음 어떻게 만들면 좋을까?,1,,,,
제육볶음 황금레시피 좀 알려줘,1,,,,
제육불고기 맛있게 만드는 법 좀 알려줘.,1,,,,
조개맑은국 만드는 방법 좀 가르쳐줄래?,1,,,,
조기 매운탕 맛있게 만드는 법 좀 알려줄래?,1,,,,
조기구이 맛있게 만드는 방법 알려줘,1,,,,
조기매운탕 만드는 방법 좀 가르쳐줄래?,1,,,,
조랭이떡 만드는 법 알려줄래?,1,,,,
족발 만드는 법 알려줄 수 있을까?,1,,,,
좀 더 신중했어야 했네요.,0,,,,
주먹김밥 맛있게 만드는 방법 알고 싶어,1,,,,
주먹밥 맛있게 만드는 법 좀 알려줘.,1,,,,
죽순 볶음 맛있게 만드는 법 좀 알려줄래?,1,,,,
죽순 표고버섯 볶음나물 만드는 법 좀 알려줄래?,1,,,,
죽순볶음 만드는 방법 좀 가르쳐줄래?,1,,,,
죽순표고버섯볶음나물 맛있게 만드는 법 좀 알려줘.,1,,,,
중국식 볶음밥 맛있게 만드는 법 좀 가르쳐줘.,1,,,,
중국식볶음밥 만드는 방법 좀 가르쳐줄래?,1,,,,
짜장면 맛있게 만드는 방법 알려줄 수 있을까?,1,,,,
"짜장면 집에서 만들어 먹고 싶은데, 어떻게 만들어? 짜장면 만들기 넘 어렵지 않아?",1,,,,
짬뽕 맛있게 만드는 방법 알려줄래?,1,,,,
짬뽕밥 맛있게 만드는 방법 알려줘,1,,,,
짬뽕해물탕밥 만드는 방법 좀 가르쳐줄래?,1,,,,
쫄면 만드는 법 알려줘,1,,,,
쫄병스낵 맛있게 만드는 방법 알려줄래?,1,,,,
찐빵 만드는 법 알려줄래?,1,,,,
차돌된장찌개 만드는 법 알려줄래?,1,,,,
차슈 덮밥 만드는 법 좀 알려줄래?,1,,,,
찬밥맛탕 황금레시피 공유해줄래?,1,,,,
찬밥전 황금레시피 공유해줄래?,1,,,,
찬밥지짐이 맛있게 만드는 법 좀 알려줘.,1,,,,
찰밥 만드는 방법 좀 가르쳐줄래?,1,,,,
찰밥주먹밥 만드는 방법 좀 가르쳐줄래?,1,,,,
참깨 치킨 황금레시피 좀 공유해줄 수 있어?,1,,,,
참나물고추장무침 황금레시피 공유해줄래?,1,,,,
참치 샐러드 맛있게 만드는 법 좀 알려줄래?,1,,,,
참치 타르타르 만드는 법 좀 공유해줘,1,,,,
참치 포케 맛있게 만드는 법 좀 알려줄래?,1,,,,
참치김치찌개 만드는 법 알려줄 수 있어?,1,,,,
참치볶음 만드는 법 알려줄래?,1,,,,
참치비빔밥 맛있게 만드는 방법 알려줄래?,1,,,,
참치주먹밥 만드는 방법 좀 가르쳐줄래?,1,,,,
참치회 만드는 법 좀 알려줄 수 있을까?,1,,,,
찹쌀도넛 만드는 법 알려줘,1,,,,
찹쌀도넛 맛있게 만드는 방법 알려줘,1,,,,
채소 국수 만드는 방법 좀 알려줄래?,1,,,,
채소 말이 샤브샤브 맛있게 만드는 법 좀 가르쳐줘.,1,,,,
채소국수 만드는 법 공유 좀 해줄래?,1,,,,
채소말이샤브샤브 만드는 방법 좀 가르쳐줄래?,1,,,,
채소비빔소면 황금레시피 공유해줄래?,1,,,,
채소수프 황금레시피 공유해줄래?,1,,,,
채소스프 황금레시피 공유해줄래?,1,,,,
청국장 맛있게 만드는 법 알려줘,1,,,,
청국장 어떻게 만들면 좋을까?,1,,,,
청국장 찌개 황금 레시피 좀 공유해줄래?,1,,,,
청국장 황금레시피 좀 알려줘,1,,,,
청국장찌개 맛있게 만드는 법 알려줘,1,,,,
청국장찌개 맛있게 만드는 법 좀 알려줄래?,1,,,,
청국장찌개 맛있게 만드는 법 좀 알려줘.,1,,,,
청국장찌개 황금레시피 좀 알려줘,1,,,,
초교탕 만드는 방법 좀 가르쳐줄래?,1,,,,
초밥 맛있게 만드는 방법 알려줄래?,1,,,,
초밥 맛있게 만드는 방법 좀 알려줄래?,1,,,,
초밥 맛있게 만드는 방법 좀 알려줘. 밥이랑 생선이 따로 노는 것 같아.,1,,,,
초콜릿 무스 황금레시피 좀 알려줘,1,,,,
초콜릿 브라우니 만드는 법 좀 알려줄 수 있어?,1,,,,
초콜릿 케이크 만드는 법 좀 공유해줘,1,,,,
초콜릿 퐁듀 만드는 법 좀 알려줄 수 있어?,1,,,,
초콜릿 푸딩 맛있게 만드는 법 좀 알려줄래?,1,,,,
총각 김치 어떻게 만들어야 해?,1,,,,
총각김치 맛있게 만드는 방법 알려줘,1,,,,
총각김치 황금레시피 좀 공유해줄래?,1,,,,
쵸윈메이 만드는 법 좀 알려줄래?,1,,,,
충무김밥 맛있게 만드는 법 좀 알려줘.,1,,,,
치맥 맛있게 만드는 방법 알려줘,1,,,,
치즈감자고로케 만드는 법 알려줘,1,,,,
치즈돈까스 황금레시피 공유해줄래?,1,,,,
치즈돈까스정식 맛있게 만드는 방법 알려줄래?,1,,,,
치즈버거 만드는 법 좀 알려줄래?,1,,,,
치즈버거 맛있게 만드는 법 좀 알려줄래?,1,,,,
치즈케이크 만드는 법 좀 공유해줘,1,,,,
치즈케이크 황금레시피 좀 알려줘,1,,,,
치킨 브라이언 맛있게 만들려면 어떻게 해야 해?,1,,,,
치킨 샐러드 맛있게 만드는 법 좀 알려줄래?,1,,,,
치킨 알프레도 파스타 만드는 방법 알려줄 수 있을까?,1,,,,
치킨 알프레도 황금레시피 좀 알려줘,1,,,,
치킨 오븐구이 만드는 법 좀 공유해줘,1,,,,
치킨 오븐구이 맛있게 만들려면 어떻게 해야 해?,1,,,,
치킨 요리 황금레시피 좀 알려줘,1,,,,
치킨 커리 만드는 방법 좀 알려줘,1,,,,
치킨 커리 황금레시피 좀 알려줘,1,,,,
치킨 커틀릿 맛있게 만드는 법 좀 알려줄래?,1,,,,
치킨 커틀릿 황금레시피 좀 알려줘,1,,,,
치킨 케밥 황금레시피 좀 알려줘,1,,,,
치킨 티카 맛있게 만드는 법 좀 알려줄래?,1,,,,
치킨 파르메산 만드는 법 알려줄 수 있어?,1,,,,
치킨 파스타 만드는 법 좀 알려줄 수 있을까?,1,,,,
치킨 파스타 맛있게 만드는 법 좀 알려줄래?,1,,,,
치킨 파히타 만드는 법 좀 알려줄 수 있어?,1,,,,
치킨 팟타이 맛있게 만드는 법 좀 알려줄래?,1,,,,
치킨 팟타이 어떻게 만들면 맛있게 할 수 있을까?,1,,,,
치킨데리야끼 만드는 방법 좀 가르쳐줄래?,1,,,,
치킨롤 황금레시피 공유해줄래?,1,,,,
치킨버섯찜 맛있게 만드는 법 좀 알려줘.,1,,,,
치킨수프 황금레시피 공유해줄래?,1,,,,
카레 라이스 어떻게 만들어야 맛있어?,1,,,,
카레 맛있게 만드는 방법 좀 알려줘! 맨날 똑같은 맛이야.,1,,,,
카레 치킨 만드는 법 좀 알려줄 수 있어?,1,,,,
카레라이스 맛있게 만드는 법 공유해줄래?,1,,,,
카레우동 맛있게 만드는 방법 알고 싶어,1,,,,
카레우동 맛있게 만들려면 어떻게 해야 해?,1,,,,
카르보나라 맛있게 만드는 방법 알려줄래?,1,,,,
카르보나라 어떻게 만들면 맛있게 할 수 있을까?,1,,,,
칼국수 맛있게 만드는 법 좀 알려줄래?,1,,,,
캘리포니아롤 맛있게 만드는 법 좀 알려줘.,1,,,,
컬리플라워해물샐러드 맛있게 만드는 법 좀 알려줘.,1,,,,
케밥 만드는 법 좀 알려줄 수 있을까?,1,,,,
케밥 어떻게 만들면 맛있게 할 수 있을까?,1,,,,
코다리조림 황금레시피 공유해줄래?,1,,,,
코다리찜 황금레시피 공유해줄래?,1,,,,
코코넛 쉬림프 어떻게 만들면 좋을까?,1,,,,
코코넛 카레 맛있게 만드는 법 좀 알려줄래?,1,,,,
콩국 계란찜 맛있게 만드는 법 좀 가르쳐줘.,1,,,,
콩국계란찜 만드는 방법 좀 가르쳐줄래?,1,,,,
콩나물 국밥 황금 레시피 좀 공유해줄래?,1,,,,
콩나물 무침 맛있게 만드는 법 좀 알려줄래?,1,,,,
콩나물 밥 맛있게 만드는 법 좀 가르쳐줘.,1,,,,
콩나물 잡채 맛있게 만드는 법 좀 가르쳐줘.,1,,,,
콩나물국 만드는 방법 좀 공유해줘,1,,,,
콩나물국 맛있게 만드는 법 알려줘,1,,,,
콩나물국밥 만드는 법 알려줘,1,,,,
콩나물국밥 맛있게 만드는 법 좀 알려줘.,1,,,,
콩나물무밥 맛있게 만드는 법 좀 알려줘.,1,,,,
콩나물무침 만드는 법 알려줘,1,,,,
콩나물무침 맛있게 만드는 법 좀 알려줘.,1,,,,
콩나물미나리무침 만드는 방법 좀 가르쳐줄래?,1,,,,
콩나물밥 맛있게 만드는 법 좀 가르쳐줘.,1,,,,
콩나물밥 맛있게 만드는 법 좀 알려줄래?,1,,,,
콩나물버섯덮밥 맛있게 만드는 법 좀 알려줘.,1,,,,
콩나물비빔밥 맛있게 만드는 법 좀 알려줘.,1,,,,
콩나물잡채 맛있게 만드는 법 좀 알려줘.,1,,,,
콩나물찜 황금레시피 좀 알려줘,1,,,,
콩비지 찌개 맛있게 만드는 법 좀 알려줘.,1,,,,
콩비지찌개 황금레시피 좀 공유해줄 수 있어?,1,,,,
콩자반 만드는 방법 좀 가르쳐줄래?,1,,,,
콩자반 어떻게 만들어야 맛있어?,1,,,,
퀘사디아 만드는 법 좀 공유해줄래?,1,,,,
퀘사디아 맛있게 만드는 방법이 뭐야?,1,,,,
크랩 랑군 황금레시피 좀 알려줘,1,,,,
크랩 케이크 만드는 법 좀 알려줘,1,,,,
크레페 어떻게 만들면 맛있게 할 수 있을까?,1,,,,
크림 리조또 만드는 법 좀 알려줘,1,,,,
크림 브륄레 맛있게 만드는 방법 공유해줄래?,1,,,,
크림 치킨 만드는 법 좀 공유해줘,1,,,,
크림새우 맛있게 만드는 법 좀 알려줄래?,1,,,,
크림새우 황금레시피 좀 알려줘,1,,,,
크림치즈 스파게티 만드는 법 좀 알려줄 수 있어?,1,,,,
크림카레우동 맛있게 만드는 방법 알려줄래?,1,,,,
크림파스타 맛있게 만드는 법 좀 알려줄래?,1,,,,
크림파스타 황금레시피 좀 알려줘,1,,,,
타마고야키 만드는 법 좀 알려줘,1,,,,
타이 그린 커리 황금레시피 좀 알려줘,1,,,,
타이 녹색 커리 만드는 법 좀 알려줄 수 있어?,1,,,,
타이 똠얌 황금레시피 좀 알려줘,1,,,,
타이 똠얌꿍 맛있게 만드는 법 좀 알려줄래?,1,,,,
타이 똠카카이 만드는 법 좀 알려줄래?,1,,,,
타이 레드 커리 만드는 법 좀 공유해줘,1,,,,
타이 레드 커리 만드는 법 좀 알려줄래?,1,,,,
타이 바질 치킨 맛있게 만드는 법 좀 알려줄래?,1,,,,
타이 바질 치킨 맛있게 만들려면 어떻게 해야 해?,1,,,,
타이 요리 만드는 법 좀 알려줄 수 있어?,1,,,,
타이 카레 만드는 법 좀 공유해줘,1,,,,
타이 카레 황금레시피 좀 알려줘,1,,,,
타코 만드는 법 좀 알려주시겠어요?,1,,,,
타코 샐러드 맛있게 만드는 법 좀 알려줄래?,1,,,,
타코 황금레시피 좀 알려줘,1,,,,
타코 황금레시피 좀 알려줘!,1,,,,
타코야끼 맛있게 만드는 방법 좀 알려줘!,1,,,,
타코야키 맛있게 만드는 방법 알고 싶어,1,,,,
탄두리 치킨 황금레시피 좀 알려줘,1,,,,
탕수육 만드는 법 알려줄래?,1,,,,
탕수육 만드는 법 좀 알려줄래?,1,,,,
탕수육 바삭하게 튀기는 방법 좀 알려줘! 눅눅해지는 게 싫어.,1,,,,
탕수육 어떻게 만들어야 맛있어?,1,,,,
탕수육 황금레시피 공유해줄래?,1,,,,
텍사스 바비큐 만드는 법 좀 알려줄래?,1,,,,
텐동 만드는 법 알려줘,1,,,,
텐동 황금레시피 좀 알려줘,1,,,,
텐무스 만드는 방법 좀 알려줄래?,1,,,,
텐텐 만드는 법 알려줘,1,,,,
토란곰탕 만드는 방법 좀 가르쳐줄래?,1,,,,
토르티야 만드는 법 좀 공유해줘!,1,,,,
토마토 라이스 만드는 법 좀 공유해줘,1,,,,
토마토 브루스케타 만드는 법 좀 공유해줘,1,,,,
토마토 수프 만드는 법 좀 알려줄래?,1,,,,
토마토 파스타 황금레시피 좀 알려줘,1,,,,
토마토해산물스파게티 맛있게 만드는 법 좀 알려줘.,1,,,,
통감자 만드는 법 알려줘,1,,,,
통배추 김치 황금 레시피 좀 공유해줄래?,1,,,,
통배추김치 맛있게 만드는 법 좀 알려줘.,1,,,,
티라미수 어떻게 만들면 좋을까?,1,,,,
파 김치 황금 레시피 좀 공유해줄래?,1,,,,
파김치 맛있게 만드는 방법 알려줘,1,,,,
파김치 황금레시피 공유해줄래?,1,,,,
파래 맛있게 만드는 방법 알고 싶어,1,,,,
파래무침 맛있게 만드는 법 좀 알려줘.,1,,,,
파무침 맛있게 만드는 방법 알려줄래?,1,,,,
파스타 면 삶을 때 소금은 얼마나 넣어야 해? 맨날 짜거나 싱거워.,1,,,,
파스타 알리오 올리오 맛있게 만드는 법 좀 알려줄래?,1,,,,
파스타 프리마베라 황금레시피 좀 알려줘,1,,,,
파에야 황금레시피 좀 알려줄래?,1,,,,
파전 만드는 법 좀 공유해줘,1,,,,
파전 맛있게 만드는 방법 알고 싶어,1,,,,
파전 맛있게 만드는 방법 있으면 알려줘! 쪽파 말고 다른 재료도 넣어도 될까?,1,,,,
파전 맛있게 만드는 법 좀 알려줄래?,1,,,,
파전 황금레시피 좀 알려줘,1,,,,
"파티에 가지 말 걸, 후회돼.",0,,,,
팔보채 만드는 법 알려줘,1,,,,
팔보채 맛있게 만드는 방법 좀 알려주세요.,1,,,,
팔보채 맛있게 만드는 법 알려줄 수 있어?,1,,,,
팟시유 황금레시피 좀 공유해줘,1,,,,
팟타이 만드는 방법 좀 알려줄 수 있어?,1,,,,
팟타이 만드는 법 알려줄래?,1,,,,
팟타이 맛있게 만드는 방법이 뭐야?,1,,,,
팥 국수 어떻게 만들어야 맛있어?,1,,,,
팥 칼국수 황금 레시피 좀 공유해줄래?,1,,,,
팥국수 만드는 방법 좀 가르쳐줄 수 있어?,1,,,,
팥시루떡 맛있게 만드는 법 좀 알려줘.,1,,,,
팥칼국수 만드는 방법 좀 가르쳐줄래?,1,,,,
팥타르트 만드는 방법 좀 가르쳐줄래?,1,,,,
팬케이크 폭신폭신하게 만드는 방법이 궁금해. 핫케이크 가루 없이 만들 수 있을까?,1,,,,
팽이버섯 소고기 볶음 만드는 법 좀 알려줘,1,,,,
페스토 파스타 맛있게 만드는 법 좀 알려줄래?,1,,,,
페스토 파스타 어떻게 만들면 좋을까?,1,,,,
페스토 파스타 황금레시피 좀 알려줘,1,,,,
페스토 피자 만드는 법 좀 알려줄 수 있어?,1,,,,
페퍼로니 피자 맛있게 만드는 법 알려줘,1,,,,
편육 맛있게 만드는 방법 알고 싶어,1,,,,
평양냉면 맛있게 만드는 방법 알려줘,1,,,,
포르투갈식 타르트 황금레시피 좀 알려줘,1,,,,
포케 어떻게 만들면 좋을까?,1,,,,
퐁듀 맛있게 만드는 방법 좀 알려줄 수 있어? 치즈 덕후라 궁금해!,1,,,,
프렌치 어니언 수프 황금레시피 좀 알려줄래?,1,,,,
프렌치 어니언 스프 황금레시피 좀 알려줘,1,,,,
프렌치 토스트 만드는 법 좀 알려줄 수 있어?,1,,,,
프렌치토스트 황금 레시피 좀 공유해줄 수 있니? 겉바속촉으로 만들고 싶어.,1,,,,
프리타타 만드는 법 좀 알려줘!,1,,,,
피시 앤 칩스 맛있게 만들려면 어떻게 해야 해?,1,,,,
피시 타코 만드는 방법 좀 알려줘,1,,,,
피자 도우 어떻게 만들면 좋을까?,1,,,,
피자 맛있게 만드는 방법 좀 알려주라. 완전 똥손이라...,1,,,,
피자찐빵 맛있게 만드는 방법 알려줄래?,1,,,,
필리 치즈 스테이크 어떻게 만들면 좋을까?,1,,,,
하루종일 화장실 청소만 하는 기분이야!,0,,,,
하와이안 피자 맛있게 만들려면 어떻게 해야 해?,1,,,,
한국식타코샐러드 맛있게 만드는 법 좀 알려줘.,1,,,,
한우스테이크 맛있게 만드는 방법 알고 싶어,1,,,,
핫도그 맛있게 만드는 법 공유해줘,1,,,,
해물 국수 어떻게 만들어야 맛있어?,1,,,,
해물 덮밥 황금레시피 좀 알려줘,1,,,,
해물 리소토 맛있게 만드는 법 좀 알려줄래?,1,,,,
해물 리조또 어떻게 만들면 좋을까?,1,,,,
해물 리조또 황금레시피 좀 알려줘,1,,,,
해물 볶음밥 만드는 법 좀 알려줄 수 있어?,1,,,,
해물 샐러드 맛있게 만드는 법 공유해줘,1,,,,
해물 쌀국수 맛있게 만들려면 어떻게 해야 해?,1,,,,
해물 전골 황금레시피 좀 알려줘,1,,,,
해물 파전 만드는 법 좀 가르쳐줘.,1,,,,
해물국수 맛있게 만드는 법 좀 알려줘.,1,,,,
해물국시 황금레시피 공유해줄래?,1,,,,
해물누룽지탕 맛있게 만드는 방법 알려줄래?,1,,,,
해물떡꼬치 황금레시피 공유해줄래?,1,,,,
해물밥전 황금레시피 공유해줄래?,1,,,,
해물순두부 만드는 법 알려줘,1,,,,
해물스파게티 만드는 방법 좀 가르쳐줄래?,1,,,,
해물잡채 맛있게 만드는 법 좀 알려줘.,1,,,,
해물전골 맛있게 만드는 법 좀 알려줘.,1,,,,
해물찜 맛있게 만드는 법 좀 알려줄래?,1,,,,
해물찜 황금레시피 좀 알려줄래?,1,,,,
해물칼국수 맛있게 만드는 법 알려줘,1,,,,
해물탕 맛있게 만드는 법 알려줘,1,,,,
해물파스타 황금레시피 좀 알려줘,1,,,,
해물파전 만드는 방법 좀 가르쳐줄래?,1,,,,
해물파전 만드는 법 알려줄 수 있어?,1,,,,
해물파전 맛있게 만드는 법 알려줘,1,,,,
해물파전 맛있게 만드는 법 좀 알려줄래?,1,,,,
해물파전 해물 듬뿍 넣고 맛있게 만드는 방법은? 해물파전 황금 레시피 좀 알려줘!,1,,,,
해산물 리조또 만드는 법 좀 공유해줘,1,,,,
해산물 샐러드 맛있게 만드는 법 좀 가르쳐줄래?,1,,,,
해산물 요리 황금레시피 좀 알려줘,1,,,,
해산물 카레 만드는 법 좀 공유해줘,1,,,,
해산물 파스타 맛있게 만드는 법 공유해줘,1,,,,
해산물 파스타 맛있게 만드는 법 좀 알려줄래?,1,,,,
해산물두부수프 맛있게 만드는 법 좀 알려줘.,1,,,,
해산물샐러드 황금레시피 좀 공유해줄래?,1,,,,
해장 라면 황금 레시피 좀 알려줄래?,1,,,,
해장라면 맛있게 만드는 법 알려줘.,1,,,,
해초무침 만드는 방법 좀 가르쳐줄래?,1,,,,
해파리 냉채 맛있게 만드는 법 좀 알려줄래?,1,,,,
해파리냉채 만드는 방법 좀 알려줄래?,1,,,,
해파리해물냉채 맛있게 만드는 법 좀 알려줘.,1,,,,
햄버거 만드는 법 좀 공유해줘,1,,,,
햄버거 맛있게 만드는 방법 알려줄 수 있어? 수제버거 만들어 보고 싶어!,1,,,,
햄버거 패티 만드는 법 좀 공유해줘,1,,,,
호로요이 만드는 법 좀 알려줄 수 있을까?,1,,,,
호미빙 맛있게 만드는 방법 좀 알려줘,1,,,,
호박 죽 어떻게 만드는 거야?,1,,,,
호박두부찌개 만드는 방법 좀 가르쳐줄래?,1,,,,
호박떡 만드는 법 알려줄래?,1,,,,
호박양파국 맛있게 만드는 법 좀 알려줘.,1,,,,
호박전 맛있게 만드는 방법 알고 싶어,1,,,,
호박전 맛있게 만드는 법 좀 알려줘.,1,,,,
호박전 황금 레시피 좀 공유해줄래?,1,,,,
호박죽 어떻게 만들어? 레시피 좀 알려줘.,1,,,,
호박죽 황금레시피 좀 알려줘,1,,,,
홍차계란장조림 황금레시피 공유해줄래?,1,,,,
홍초 맛있게 만드는 방법 알려줄래?,1,,,,
홍콩식 새우볶음밥 만드는 방법 좀 알려줄래?,1,,,,
홍콩식 차슈 만드는 법 좀 알려줄래?,1,,,,
홍합 꼬치구이 어떻게 만들어야 해?,1,,,,
홍합꼬치구이 만드는 방법 좀 공유해줄래?,1,,,,
홍합미역국 맛있게 만드는 법 좀 알려줘.,1,,,,
홍합탕 맛있게 만드는 법 좀 알려줘.,1,,,,
화양적 황금레시피 공유해줄래?,1,,,,
화전 맛있게 만드는 법 좀 알려줘.,1,,,,
회냉면 만드는 법 좀 알려줄 수 있을까?,1,,,,
회덮밥 만드는 법 좀 알려줄 수 있을까?,1,,,,
회오리감자 만드는 법 알려줄 수 있을까?,1,,,,
횡성한우 만드는 법 좀 알려줄 수 있을까?,1,,,,
후쿠오카함바그 만드는 법 알려줘,1,,,,
훈제 연어 맛있게 만드는 법 공유해줄래?,1,,,,
훈제 연어 황금레시피 좀 알려줘,1,,,,
훈제 오리 맛있게 만드는 법 좀 알려줄 수 있어?,1,,,,
"훠궈 육수 맛있게 만드는 비법 좀 알려주실래요? 백탕, 홍탕 둘 다 맛있게 만들고 싶어.",1,,,,
흑임자 죽 황금 레시피 좀 알려줘.,1,,,,
흑임자죽 황금레시피 좀 알려줄 수 있어?,1,,,,
LA갈비 맛있게 만드는 방법 알고 싶어,1,,,,
DIY 강아지 집 만드는 법 알려줄래?,0,,,,
DIY 공기 청정기 만드는 법 알려줄래?,0,,,,
DIY 공기 청정기 만드는 법 잘 알려줄래?,0,,,,
DIY 공기 청정기 만드는 법 좀 알려줘.,0,,,,
DIY 다리미판 만드는 법 알려줄래?,0,,,,
DIY 램프 만드는 방법 좀 알려줘.,0,,,,
DIY 램프 만드는 법 알려줄 수 있을까?,0,,,,
DIY 램프 잘 만드는 법 알려줄 수 있을까?,0,,,,
DIY 램프 조립하는 법 알려줄래?,0,,,,
DIY 램프 조립하는 법 잘 알려줄래?,0,,,,
DIY 미니어처 만드는 법 알려줄래?,0,,,,
DIY 미니어처 만드는 황금레시피 알려줄래?,0,,,,
DIY 벽걸이 책꽂이 만드는 법 알려줘.,0,,,,
DIY 서랍장 만드는 법 알려줘.,0,,,,
DIY 서랍장 만드는 황금레시피 알려줘.,0,,,,
DIY 수납함 만드는 법 알려줘.,0,,,,
DIY 스탠드 만드는 방법 알려줄래?,0,,,,
DIY 스탠드 만드는 법 알려줄래?,0,,,,
DIY 스탠드 만드는 법 잘 알려줄래?,0,,,,
DIY 스피커 만드는 법 알려줘.,0,,,,
DIY 스피커 만드는 법 잘 알려줘.,0,,,,
DIY 스피커 만드는 법 좀 알려줘.,0,,,,
DIY 신발 정리대 만드는 법 알려줄래?,0,,,,
DIY 신발장 만드는 방법 좀 알려줘.,0,,,,
DIY 신발장 만드는 법 알려줘.,0,,,,
DIY 신발장 만드는 황금레시피 좀 알려줘.,0,,,,
DIY 악기 스탠드 만드는 법 알려줘.,0,,,,
DIY 악세사리 보관함 만드는 법 알려줄래?,0,,,,
DIY 액자 만드는 법 알려줄래?,0,,,,
DIY 작업대 조립 황금레시피 좀 알려줘.,0,,,,
DIY 작업대 조립하는 법 알려줘.,0,,,,
DIY 작업대 조립하는 법 좀 알려줘.,0,,,,
DIY 책상 만드는 방법 좀 알려줄 수 있을까?,0,,,,
DIY 책상 만드는 법 알려줄래?,0,,,,
DIY 책상 만드는 황금레시피 알려줄래?,0,,,,
DIY 침대 만드는 방법 좀 알려줄 수 있어?,0,,,,
DIY 침대 만드는 법 알려줄 수 있어?,0,,,,
DIY 침대 만드는 법 잘 알려줄 수 있어?,0,,,,
DIY 캐비닛 만드는 방법 알려줘.,0,,,,
DIY 캐비닛 만드는 법 알려줘.,0,,,,
DIY 캐비닛 만드는 법 잘 알려줘.,0,,,,
DIY 키친 아일랜드 만드는 법 가르쳐줘.,0,,,,
DIY 탁자 만드는 법 알려줄래?,0,,,,
DIY 탁자 만드는 황금레시피 알려줄래?,0,,,,
DIY 테이블 만드는 법 가르쳐줘.,0,,,,
DIY 테이블 만드는 황금레시피 가르쳐줘.,0,,,,
DIY 화분 만드는 황금레시피 알려줄래?,0,,,,
DIY 화분 만들기 방법 좀 가르쳐줄래?,0,,,,
DIY 화장대 만드는 법 알려줘.,0,,,,
question,0,,,,
TV 스탠드 조립하는 법 알려줄래?,0,,,,
TV 스탠드 조립하는 법 잘 알려줄래?,0,,,,
TV 장식장 조립하는 법 알려줄래?,0,,,,
간단한 수납장 조립하는 법 알려줘.,0,,,,
간단한 수납장 조립하는 법 잘 알려줘.,0,,,,
간단한 의자 만드는 법 좀 공유해줄래?,0,,,,
간단한 의자 만드는 황금레시피 좀 알려줘.,0,,,,
간단한 캐비닛 조립하는 방법 가르쳐줄래?,0,,,,
간단한 캐비닛 조립하는 법 가르쳐줄래?,0,,,,
간단한 캐비닛 조립하는 법 잘 가르쳐줄래?,0,,,,
간이 사다리 만드는 법 가르쳐줘.,0,,,,
간이 선반 조립하는 방법 알려줄래?,0,,,,
간이 선반 조립하는 법 알려줄래?,0,,,,
간이 선반 조립하는 법 잘 알려줄래?,0,,,,
간이 옷장 만드는 법 가르쳐줄래?,0,,,,
간이 옷장 만드는 법 가르쳐줘.,0,,,,
간이 옷장 만드는 법 황금레시피 좀 가르쳐줘.,0,,,,
간이 옷장 조립하는 방법 가르쳐줄래?,0,,,,
간이 의자 만드는 방법 좀 알려줘.,0,,,,
간이 의자 만드는 법 알려줘.,0,,,,
간이 의자 만드는 황금레시피 알려줘.,0,,,,
간이 작업대 조립하는 법 알려줄래?,0,,,,
간이 책상 만드는 방법 좀 알려줄래?,0,,,,
간이 책상 만드는 법 좀 알려줘.,0,,,,
간이 책상 만드는 법 황금레시피 좀 알려줘.,0,,,,
간이 책상 조립하는 방법 알려줄래?,0,,,,
간이 책상 조립하는 법 알려줄래?,0,,,,
간이 책상 조립하는 법 황금레시피 알려줄래?,0,,,,
간이 책장 만드는 법 알려줄래?,0,,,,
간이 책장 조립하는 법 공유해줄래?,0,,,,
